12740,2017-11-21T02:12:49.000-02:00,42,2.0
87596,2017-11-21T02:04:51.000-02:00,15,26.0
47009,2017-11-21T01:30:41.000-02:00,12,32.0
30516,2017-11-21T00:35:38.000-02:00,11,59.0
27169,2017-11-21T02:00:35.000-02:00,38,23.0
30530,2017-11-21T01:46:24.000-02:00,30,50.0
22012,2017-11-21T01:20:40.000-02:00,38,55.0
30528,2017-11-21T00:50:44.000-02:00,30,31.0
86826,2017-11-21T00:19:43.000-02:00,10,58.0
86872,2017-11-21T00:15:46.000-02:00,10,55.0
86800,2017-11-21T01:02:43.000-02:00,10,35.0
47004,2017-11-21T01:03:49.000-02:00,11,56.0
