86829,2017-11-21T01:50:31.000-02:00,17,57.0
30530,2017-11-21T02:16:32.000-02:00,30,48.0
44739,2017-11-21T00:23:41.000-02:00,36,60.0
30516,2017-11-21T00:37:53.000-02:00,11,28.0
86808,2017-11-21T01:33:27.000-02:00,11,49.0
86826,2017-11-21T00:58:51.000-02:00,10,41.0
30531,2017-11-21T00:29:44.000-02:00,30,38.0
44739,2017-11-21T00:12:01.000-02:00,36,59.0
30539,2017-11-21T00:12:36.000-02:00,10,53.0
30528,2017-11-21T01:16:23.000-02:00,30,1.0
50311,2017-11-21T01:05:00.000-02:00,11,1.0
87584,2017-11-21T00:18:55.000-02:00,11,36.0
