47009,2017-11-21T01:51:01.000-02:00,12,12.0
30516,2017-11-21T00:40:58.000-02:00,11,25.0
86829,2017-11-21T00:52:58.000-02:00,17,44.0
22003,2017-11-21T00:33:20.000-02:00,51,49.0
12731,2017-11-21T00:26:15.000-02:00,51,63.0
86809,2017-11-21T01:37:32.000-02:00,17,33.0
30536,2017-11-21T00:33:31.000-02:00,42,35.0
86826,2017-11-21T00:54:51.000-02:00,10,46.0
50311,2017-11-21T00:56:40.000-02:00,11,1.0
30528,2017-11-21T00:52:04.000-02:00,30,31.0
30529,2017-11-21T00:48:28.000-02:00,10,31.0
86829,2017-11-21T01:11:51.000-02:00,17,35.0
86809,2017-11-21T01:03:46.000-02:00,17,36.0
