50311,2017-11-21T00:22:59.000-02:00,11,1.0
86862,2017-11-20T23:56:18.000-02:00,11,12.0
47004,2017-11-21T01:54:38.000-02:00,11,19.0
30529,2017-11-21T00:55:47.000-02:00,10,14.0
12714,2017-11-21T02:00:33.000-02:00,30,45.0
30506,2017-11-21T00:46:32.000-02:00,11,61.0
86811,2017-11-21T00:43:54.000-02:00,10,18.0
22003,2017-11-21T00:31:40.000-02:00,51,59.0
22003,2017-11-21T00:42:43.000-02:00,51,59.0
87560,2017-11-21T00:16:44.000-02:00,10,173.0
86800,2017-11-21T00:45:28.000-02:00,10,39.0
86826,2017-11-21T00:56:31.000-02:00,10,27.0
86883,2017-11-21T01:17:49.000-02:00,10,57.0
50310,2017-11-21T00:18:00.000-02:00,51,26.0
