codigo,latitude,id_migracao_trajeto,linha,longitude,sentido,velocidade,trajeto,datahora
87577,-22.920583333333333,106.0,5800A1,-43.60793666666667,ida,0.0,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),1.511262714E12
47518,-22.95184,191.0,702A1,-43.34989666666667,ida,0.0,702A1 - PRAÇA SECA X MADUREIRA,1.5014009E12
47482,-23.011698333333335,0.0,0.0,-43.31022333333333,,42.9664,,1.509701157E12
833214,-22.975303333333333,0.0,0.0,-43.367126666666664,,0.0,,1.503332311E12
86810,-23.000918333333335,128.0,5804A1,-43.36749,ida,0.0,15 - PACIÊNCIA X SALVADOR ALLENDE ( EXPRESSO ),1.510336702E12
75637,-22.83778333333333,4056.0,355A1,-43.29041333333335,ida,0.926,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.511263184E12
82536,-22.91564,0.0,0.0,-43.42633166666668,,12.964,,1.51126263E12
39509,-22.965030000000002,0.0,0.0,-43.39179833333334,,0.0,,1.500741702E12
86309,-22.901680000000002,226.0,855A1,-43.545735,ida,63.3384,855A1 - BANGU X MAGARÇA,1.511263188E12
44736,-22.999878333333335,3816.0,40,-43.360148333333335,volta,0.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.510693387E12
22064,-22.937689999999996,236.0,890A1,-43.35308666666666,ida,0.0,890A1 - TANQUE X TERMINAL ALVORADA,1.511263184E12
39828,-23.000743333333332,3495.0,076,-43.36636,unico,0.0,TERMINAL JARDIM OCEÂNICO X CENTRAL ( NOTURNO ),1.497879589E12
MK012 -LMB2681,-23.004978,0.0,0.0,-43.430667,,0.0,,1.511263201E12
30502,-23.000965,3627.0,18,-43.36519833333333,volta,0.0,18 - JARDIM OCEÂNICO X RECREIO SHOPPING ( EXPRESSO ),1.5112632E12
12734,-23.008871666666668,3551.0,5850A1,-43.44032333333333,ida,0.0,51 - T. Recreio x Vila Militar (Parador),1.511263138E12
86861,-23.000903333333333,113.0,5802A1,-43.367175,volta,0.0,13- ALVORADA X  MATO ALTO ( EXPRESSO ),1.5112632E12
50035,-22.919116666666664,0.0,0.0,-43.402286666666654,,0.0,,1.511263206E12
47884,-22.879700000000003,116.0,610A1,-43.27062333333333,ida,15.742,610A1 - BRT TANQUE X DEL CASTILHO,1.511263069E12
22024,-23.000251666666667,4807.0,25,-43.34853833333333,ida,51.0,25 - MATO ALTO X J.OCEÂNICO,1.511263199E12
22058,-23.009045,3900.0,827A1,-43.44704166666667,ida,37.5956,827A1 - RECREIO X VARGEM GRANDE,1.511263199E12
87562,-23.00073,107.0,5800A1,-43.36586833333333,volta,0.0,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),1.51126255E12
L 200 KXB-8909,-23.000711,0.0,0.0,-43.366703,,27.0,,1.511263198E12
39583,-22.97523166666667,0.0,0.0,-43.36748333333335,,0.5556,,1.494010977E12
86874,-23.002178333333333,121.0,5801A1,-43.366929999999996,volta,0.0,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),1.511262332E12
27177,-22.839341666666666,0.0,0.0,-43.239855,,0.0,,1.511263196E12
816820,-22.975295,0.0,0.0,-43.367075,,0.0,,1.503332116E12
12732,-22.936806666666666,3551.0,5850A1,-43.371781666666664,ida,10.0,51 - T. Recreio x Vila Militar (Parador),1.5112632E12
86850,-22.91676,132.0,5805A1,-43.632751666666664,ida,36.0,17- CAMPO GRANDE X SANTA CRUZ ( PARADOR ),1.511263205E12
75629,-22.850681666666667,4054.0,928A1,-43.31902666666668,ida,7.9636000000000005,928A1 - RAMOS X MARECHAL HERMES (CIRCULAR),1.511263197E12
86805,-23.001003333333333,121.0,5801A1,-43.367446666666666,volta,0.0,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),1.511263204E12
30187,-22.999885000000003,0.0,0.0,-43.34281333333332,,7.7784,,1.511263175E12
50007,-22.96741666666667,0.0,0.0,-43.278335,,25.7428,,1.510748781E12
86347,-22.895776666666666,210.0,853V1,-43.533269999999995,ida,0.0,853V1 - VILA KENNEDY X MATO ALTO,1.510747718E12
47022,-23.02100666666667,3626.0,18,-43.493228333333334,ida,55.0,18 - RECREIO SHOPPING X JARDIM OCEÂNICO ( EXPRESSO ),1.511263201E12
86801,-22.991856666666667,112.0,5802A1,-43.598751666666665,ida,0.0,13 - MATO ALTO X ALVORADA ( EXPRESSO ),1.511263193E12
807925,-22.975271666666668,0.0,0.0,-43.36711,,0.0,,1.503587722E12
854296,-22.975238333333333,0.0,0.0,-43.36714,,0.0,,1.503350913E12
10016,-22.817811666666664,0.0,0.0,-43.22450666666667,,52.782000000000004,,1.5112632E12
30536,-22.966313333333332,146.0,5704A1,-43.39047,ida,53.0,36 - FUNDÃO X ALVORADA ( EXPRESSO ),1.511263203E12
816633,-22.975118333333334,0.0,0.0,-43.36707666666667,,0.0,,1.503069023E12
22005,-23.009983333333334,4809.0,21A,-43.44907166666667,ida,42.0,21A - RECREIO SHOPPING X JO (PARADOR),1.511263196E12
86845,-22.982325,0.0,0.0,-43.609415,,60.0,,1.511263191E12
86859,-23.006725,0.0,0.0,-43.313295,,0.0,,1.511263198E12
816748,-22.97536,0.0,0.0,-43.36712833333333,,0.0,,1.503507623E12
53665,-22.88426166666666,0.0,0.0,-43.49488833333333,,1.2964,,1.492602669E12
13405,-22.981068333333333,3543.0,5707A1,-43.409771666666664,volta,19.0,41 - Terminal Madureira x Terminal Recreio  (Expresso),1.51126319E12
13423,-22.87963166666667,3551.0,5850A1,-43.3571,ida,0.0,51 - T. Recreio x Vila Militar (Parador),1.511100039E12
856398,-22.97531,0.0,0.0,-43.367113333333336,,0.0,,1.502981431E12
87567,-23.000743333333332,129.0,5804A1,-43.366011666666665,volta,0.0,15 - SALVADOR ALLENDE X PACIÊNCIA ( EXPRESSO ),1.511262216E12
86831,-22.964703333333333,120.0,5801A1,-43.647295,ida,0.0,12 - PINGO D'AGUA X ALVORADA ( EXPRESSO ),1.511263202E12
12717,-22.972881666666666,3552.0,5850A1,-43.40302,volta,36.0,51 - Vila Militar x T. Recreio (Parador),1.511262808E12
30045,-22.872570000000003,4331.0,000,-43.24548166666667,ida,16.1124,SEM SERVIÇO - IDA,1.511263177E12
12710,-22.997156666666665,150.0,5703A1,-43.36606166666667,ida,36.0,33- PENHA X SANTA EFIGÊNIA ( EXPRESSO ),1.511263205E12
86150,-22.85176666666667,392.0,916A1,-43.26169666666668,ida,0.0,916A1 - MADUREIRA - BONSUCESSO,1.51126318E12
82526,-22.86831833333333,0.0,0.0,-43.36581833333333,,37.5956,,1.505118733E12
75508,-22.830795,0.0,0.0,-43.32400166666666,,0.0,,1.509758134E12
366898,-23.19164166666667,0.0,0.0,-45.879981666666666,,0.0,,1.504703359E12
50307,-22.855166666666666,4050.0,42,-43.25254833333333,volta,0.0,42 -  DIVINA PROVIDÊNCIA X FUNDÃO(PARADOR),1.511263193E12
86864,-23.00006,3626.0,18,-43.41135833333333,ida,59.0,18 - RECREIO SHOPPING X JARDIM OCEÂNICO ( EXPRESSO ),1.511263196E12
86833,-22.901716666666665,132.0,5805A1,-43.55500333333333,ida,8.0,17- CAMPO GRANDE X SANTA CRUZ ( PARADOR ),1.511263204E12
53525,-22.964019999999998,280.0,SR870A,-43.70350833333334,volta,13.7048,SR 870A - SANTA CRUZ X SEPETIBA,1.511263178E12
87558,-22.804603333333333,122.0,5808A1,-43.306405,ida,0.0,20 - SANTA CRUZ X SALVADOR ALLENDE ( EXPRESSO ),1.510005758E12
30358,-22.91961666666667,231.0,882A1,-43.36029166666667,volta,6.2968,882A1 - ALVORADA X TANQUE,1.511263177E12
75625,-22.83074166666667,4056.0,355A1,-43.324071666666654,ida,0.0,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.511263174E12
39808,-22.96514833333333,3495.0,076,-43.39156833333333,unico,0.0,TERMINAL JARDIM OCEÂNICO X CENTRAL ( NOTURNO ),1.496084179E12
47498,-22.980584999999998,0.0,0.0,-43.224108333333334,,1.852,,1.511263186E12
82600,-22.857888333333335,0.0,0.0,-43.37149333333333,,0.0,,1.511263221E12
27212,-23.006678333333333,3816.0,40,-43.313831666666665,volta,0.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.503082642E12
75556,-22.83093666666667,4057.0,355A1,-43.323961666666676,volta,0.3704,355A1 - PRAÇA TIRADENTES X MADUREIRA,1.497024941E12
12739,-23.000628333333335,281.0,5700A1,-43.36595166666667,ida,22.0,30 - ALVORADA X GALEÃO ( SEMI - DIRETO),1.5112632E12
86883,-23.011421666666667,106.0,5800A1,-43.532555,ida,56.0,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),1.5112631E12
30197,-22.920065,4331.0,000,-43.360336666666655,ida,0.0,SEM SERVIÇO - IDA,1.511263182E12
47520,-23.01045166666667,0.0,0.0,-43.34143666666666,,17.2236,,1.511263201E12
75588,-22.830828333333336,4054.0,928A1,-43.324065000000004,ida,0.0,928A1 - RAMOS X MARECHAL HERMES (CIRCULAR),1.511263007E12
857054,-22.975298333333335,0.0,0.0,-43.36719166666666,,0.0,,1.503524238E12
22063,-22.915856666666667,236.0,890A1,-43.360848333333344,ida,0.926,890A1 - TANQUE X TERMINAL ALVORADA,1.511263192E12
44706,-23.006698333333333,3816.0,40,-43.31249666666667,volta,4.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.511263204E12
816622,-22.975521666666666,0.0,0.0,-43.36712166666667,,0.0,,1.502921367E12
75565,-22.83125,4054.0,928A1,-43.32376166666666,ida,0.0,928A1 - RAMOS X MARECHAL HERMES (CIRCULAR),1.502251054E12
27173,-22.848891666666667,4049.0,42,-43.32245666666667,ida,0.0,42 - FUNDÃO X DIVINA PROVIDÊNCIA (PARADOR),1.511262722E12
75542,-22.830978333333338,4056.0,355A1,-43.323906666666666,ida,0.0,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.496342681E12
86007,-22.993620000000004,211.0,853V1,-43.59723999999999,volta,0.0,853V1 - MATO ALTO X VILA KENNEDY,1.511263186E12
30526,-22.87959166666667,3542.0,5707A1,-43.356815,ida,1.0,41 - Recreio x Terminal Madureira (Expresso),1.489414018E12
86024,-22.894153333333332,208.0,854B1,-43.533809999999995,ida,0.0,854B1- CAMPO GRANDE X MATO ALTO,1.510748824E12
86840,-22.901835,132.0,5805A1,-43.554586666666665,ida,0.0,17- CAMPO GRANDE X SANTA CRUZ ( PARADOR ),1.510684498E12
30058,-23.016615,4331.0,000,-43.514405,ida,25.1872,SEM SERVIÇO - IDA,1.511262734E12
22022,-22.958541666666665,108.0,5702A1,-43.383735,ida,0.0,35 - MADUREIRA X ALVORADA ( PARADOR ) - ida,1.511263199E12
816527,-22.974928333333335,0.0,0.0,-43.36729666666667,,0.0,,1.503427937E12
39722,-22.81163833333333,0.0,0.0,-43.33187000000001,,0.0,,1.494622377E12
86391,-22.923045000000002,277.0,853A1,-43.56523166666666,volta,48.8928,853A1 -MATO ALTO x  VILA KENNEDY,1.511263185E12
22035,-22.95767,4331.0,000,-43.34651,ida,0.5556,SEM SERVIÇO - IDA,1.503668158E12
44602,-22.848660000000002,162.0,721A1,-43.30685333333334,ida,36.2992,721A1 - VILA CRUZEIRO XCASCADURA,1.511263188E12
352582,-22.97529833333333,0.0,0.0,-43.36715333333335,,0.0,,1.501524148E12
87568,-22.920455,106.0,5800A1,-43.607861666666665,ida,0.0,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),1.511263019E12
30522,-22.751596666666668,108.0,5702A1,-43.286945,ida,0.0,35 - MADUREIRA X ALVORADA ( PARADOR ) - ida,1.510311748E12
30224,-22.881971666666665,4781.0,LECD23,-43.325838333333344,ida,38.892,LECD23 (FREGUESIA X MADUREIRA VIA CASCADURA),1.511263174E12
47885,-22.915634999999998,116.0,610A1,-43.36103,ida,1.1112,610A1 - BRT TANQUE X DEL CASTILHO,1.511263143E12
87386,-22.97688833333333,284.0,SV870A1,-43.695728333333335,volta,31.6692,SV870A1 - SANTA CRUZ X SEPETIBA ( VIA CROÁCIA ),1.51126318E12
86298,-22.932143333333336,288.0,897A1,-43.635866666666665,volta,24.076,897A1-PINGO D'AGUA X PACIÊNCIA,1.511263192E12
369793,-22.975506666666668,0.0,0.0,-43.367148333333326,,2.0372,,1.506436762E12
87426,-22.918215,238.0,891A1,-43.607861666666665,ida,0.0,891A1 - SEPETIBA X MATO ALTO,1.505192703E12
86283,-22.89379166666667,227.0,855A1,-43.53143,volta,0.5556,855A1 - MAGARÇA X BANGU,1.511262823E12
