codigo,latitude,id_migracao_trajeto,linha,longitude,sentido,velocidade,trajeto,datahora
87577,-22.920583333333333,106.0,5800A1,-43.60793666666667,ida,0.0,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),1.511262714E12
47518,-22.95184,191.0,702A1,-43.34989666666667,ida,0.0,702A1 - PRAÇA SECA X MADUREIRA,1.5014009E12
47482,-23.011698333333335,0.0,0.0,-43.31022333333333,,42.9664,,1.509701157E12
833214,-22.975303333333333,0.0,0.0,-43.367126666666664,,0.0,,1.503332311E12
86810,-23.000918333333335,128.0,5804A1,-43.36749,ida,0.0,15 - PACIÊNCIA X SALVADOR ALLENDE ( EXPRESSO ),1.510336702E12
75637,-22.833931666666665,4056.0,355A1,-43.26409999999999,ida,0.0,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.511264269E12
82536,-22.91907666666667,0.0,0.0,-43.40805,,0.1852,,1.511264275E12
39509,-22.965030000000002,0.0,0.0,-43.39179833333334,,0.0,,1.500741702E12
86309,-22.92879833333333,226.0,855A1,-43.573875,ida,15.5568,855A1 - BANGU X MAGARÇA,1.511264271E12
44736,-22.999878333333335,3816.0,40,-43.360148333333335,volta,0.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.510693387E12
22064,-22.992856666666665,236.0,890A1,-43.366248333333324,ida,25.5576,890A1 - TANQUE X TERMINAL ALVORADA,1.511264265E12
39828,-23.000743333333332,3495.0,076,-43.36636,unico,0.0,TERMINAL JARDIM OCEÂNICO X CENTRAL ( NOTURNO ),1.497879589E12
MK012 -LMB2681,-23.013217,0.0,0.0,-43.458541,,0.0,,1.511264259E12
30502,-23.000965,3627.0,18,-43.36519833333333,volta,0.0,18 - JARDIM OCEÂNICO X RECREIO SHOPPING ( EXPRESSO ),1.511264201E12
12734,-23.008871666666668,3551.0,5850A1,-43.44032333333333,ida,0.0,51 - T. Recreio x Vila Militar (Parador),1.511264098E12
86861,-23.000903333333333,113.0,5802A1,-43.367175,volta,0.0,13- ALVORADA X  MATO ALTO ( EXPRESSO ),1.51126428E12
50035,-22.924778333333332,0.0,0.0,-43.37392,,0.0,,1.511264237E12
47884,-22.888755,117.0,610A1,-43.29491000000001,volta,55.1896,610A1 - DEL CASTILHO X BRT TANQUE,1.511264282E12
22024,-23.006785,4808.0,25,-43.313098333333336,volta,0.0,25 - J.OCEÂNICO X MATO ALTO,1.51126388E12
22058,-22.98763,3900.0,827A1,-43.48495166666667,ida,39.0772,827A1 - RECREIO X VARGEM GRANDE,1.511264278E12
87562,-23.00073,107.0,5800A1,-43.36586833333333,volta,0.0,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),1.51126255E12
L 200 KXB-8909,-23.001628,0.0,0.0,-43.327964,,0.0,,1.511264272E12
39583,-22.97523166666667,0.0,0.0,-43.36748333333335,,0.5556,,1.494010977E12
86874,-23.002178333333333,121.0,5801A1,-43.366929999999996,volta,0.0,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),1.51126413E12
27177,-22.839341666666666,0.0,0.0,-43.239855,,0.0,,1.511264276E12
816820,-22.975295,0.0,0.0,-43.367075,,0.0,,1.503332116E12
12732,-22.879176666666666,3551.0,5850A1,-43.34132833333334,ida,0.0,51 - T. Recreio x Vila Militar (Parador),1.51126428E12
86850,-22.91736,133.0,5805A1,-43.683321666666664,volta,0.0,17- SANTA CRUZ X CAMPO GRANDE ( PARADOR ),1.511264267E12
75629,-22.87237,4054.0,928A1,-43.33960333333334,ida,28.1504,928A1 - RAMOS X MARECHAL HERMES (CIRCULAR),1.511264277E12
86805,-23.000223333333334,121.0,5801A1,-43.37462,volta,59.0,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),1.511264278E12
30187,-22.95394666666667,0.0,0.0,-43.35485666666667,,11.2972,,1.511264186E12
50007,-22.96741666666667,0.0,0.0,-43.278335,,25.7428,,1.510748781E12
86347,-22.895776666666666,210.0,853V1,-43.533269999999995,ida,0.0,853V1 - VILA KENNEDY X MATO ALTO,1.510747718E12
47022,-23.00003166666667,3626.0,18,-43.40877833333333,ida,24.0,18 - RECREIO SHOPPING X JARDIM OCEÂNICO ( EXPRESSO ),1.511264276E12
86801,-23.011248333333334,112.0,5802A1,-43.53337333333333,ida,59.0,13 - MATO ALTO X ALVORADA ( EXPRESSO ),1.511264209E12
807925,-22.975271666666668,0.0,0.0,-43.36711,,0.0,,1.503587722E12
854296,-22.975238333333333,0.0,0.0,-43.36714,,0.0,,1.503350913E12
10016,-22.80773,0.0,0.0,-43.17918833333333,,30.9284,,1.51126418E12
30536,-23.000708333333332,147.0,5704A1,-43.365185,volta,0.0,36 - ALVORADA X FUNDÃO ( EXPRESSO ),1.511264269E12
816633,-22.975118333333334,0.0,0.0,-43.36707666666667,,0.0,,1.503069023E12
22005,-23.000185,4809.0,21A,-43.367855,ida,51.0,21A - RECREIO SHOPPING X JO (PARADOR),1.511264286E12
86845,-22.982325,0.0,0.0,-43.609415,,60.0,,1.511263642E12
86859,-23.000083333333333,3627.0,18,-43.36904,volta,56.0,18 - JARDIM OCEÂNICO X RECREIO SHOPPING ( EXPRESSO ),1.511264278E12
816748,-22.97536,0.0,0.0,-43.36712833333333,,0.0,,1.503507623E12
53665,-22.88426166666666,0.0,0.0,-43.49488833333333,,1.2964,,1.492602669E12
13405,-22.9824,3542.0,5707A1,-43.41056,ida,26.0,41 - Recreio x Terminal Madureira (Expresso),1.511264277E12
13423,-22.87963166666667,3551.0,5850A1,-43.3571,ida,0.0,51 - T. Recreio x Vila Militar (Parador),1.511100039E12
856398,-22.97531,0.0,0.0,-43.367113333333336,,0.0,,1.502981431E12
87567,-23.000743333333332,129.0,5804A1,-43.366011666666665,volta,0.0,15 - SALVADOR ALLENDE X PACIÊNCIA ( EXPRESSO ),1.511264013E12
86831,-22.966981666666666,120.0,5801A1,-43.64222,ida,58.0,12 - PINGO D'AGUA X ALVORADA ( EXPRESSO ),1.51126428E12
12717,-22.972881666666666,3552.0,5850A1,-43.40302,volta,36.0,51 - Vila Militar x T. Recreio (Parador),1.511262808E12
30045,-22.91011,4331.0,000,-43.20560833333332,ida,8.1488,SEM SERVIÇO - IDA,1.511264262E12
12710,-23.000861666666665,150.0,5703A1,-43.365075,ida,0.0,33- PENHA X SANTA EFIGÊNIA ( EXPRESSO ),1.511263403E12
86150,-22.84011666666667,393.0,916A1,-43.28173333333334,volta,0.0,916A1 - BONSUCESS0 X MADUREIRA,1.511264274E12
82526,-22.86831833333333,0.0,0.0,-43.36581833333333,,37.5956,,1.505118733E12
75508,-22.830795,0.0,0.0,-43.32400166666666,,0.0,,1.509758134E12
366898,-23.19164166666667,0.0,0.0,-45.879981666666666,,0.0,,1.504703359E12
50307,-22.847235,4049.0,42,-43.24442333333333,ida,32.0,42 - FUNDÃO X DIVINA PROVIDÊNCIA (PARADOR),1.511264271E12
86864,-23.006931666666667,3627.0,18,-43.312128333333334,volta,0.0,18 - JARDIM OCEÂNICO X RECREIO SHOPPING ( EXPRESSO ),1.511264276E12
86833,-22.910873333333335,132.0,5805A1,-43.588135,ida,61.0,17- CAMPO GRANDE X SANTA CRUZ ( PARADOR ),1.511264281E12
53525,-22.954033333333335,280.0,SR870A,-43.684520000000006,volta,0.1852,SR 870A - SANTA CRUZ X SEPETIBA,1.511263894E12
87558,-22.804603333333333,122.0,5808A1,-43.306405,ida,0.0,20 - SANTA CRUZ X SALVADOR ALLENDE ( EXPRESSO ),1.510005758E12
30358,-22.886791666666667,230.0,882A1,-43.346118333333315,ida,17.2236,882A1 - TANQUE X ALVORADA,1.511264259E12
75625,-22.830751666666668,4056.0,355A1,-43.32394000000001,ida,0.1852,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.511263244E12
39808,-22.96514833333333,3495.0,076,-43.39156833333333,unico,0.0,TERMINAL JARDIM OCEÂNICO X CENTRAL ( NOTURNO ),1.496084179E12
47498,-23.007696666666668,0.0,0.0,-43.30399166666666,,5.9264,,1.511264271E12
82600,-22.857888333333335,0.0,0.0,-43.37149333333333,,0.0,,1.511264147E12
27212,-23.006678333333333,3816.0,40,-43.313831666666665,volta,0.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.503082642E12
75556,-22.83093666666667,4057.0,355A1,-43.323961666666676,volta,0.3704,355A1 - PRAÇA TIRADENTES X MADUREIRA,1.497024941E12
12739,-23.000628333333335,281.0,5700A1,-43.36595166666667,ida,22.0,30 - ALVORADA X GALEÃO ( SEMI - DIRETO),1.51126428E12
86883,-23.001045,106.0,5800A1,-43.417723333333335,ida,58.0,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),1.511264278E12
30197,-22.942111666666666,4331.0,000,-43.34519666666665,ida,2.2224,SEM SERVIÇO - IDA,1.511264267E12
47520,-22.993470000000002,0.0,0.0,-43.25422833333332,,0.3704,,1.511264254E12
75588,-22.830828333333336,4054.0,928A1,-43.324065000000004,ida,0.0,928A1 - RAMOS X MARECHAL HERMES (CIRCULAR),1.511263007E12
857054,-22.975298333333335,0.0,0.0,-43.36719166666666,,0.0,,1.503524238E12
22063,-22.915628333333334,236.0,890A1,-43.36131833333332,ida,0.1852,890A1 - TANQUE X TERMINAL ALVORADA,1.511264258E12
44706,-23.001431666666665,3816.0,40,-43.36533,volta,0.0,40 - JARDIM OCEÂNICO X MADUREIRA ( EXPRESSO ),1.511264273E12
816622,-22.975521666666666,0.0,0.0,-43.36712166666667,,0.0,,1.502921367E12
75565,-22.83125,4054.0,928A1,-43.32376166666666,ida,0.0,928A1 - RAMOS X MARECHAL HERMES (CIRCULAR),1.502251054E12
27173,-22.848891666666667,4049.0,42,-43.32245666666667,ida,0.0,42 - FUNDÃO X DIVINA PROVIDÊNCIA (PARADOR),1.511263922E12
75542,-22.830978333333338,4056.0,355A1,-43.323906666666666,ida,0.0,355A1 - MADUREIRA - PRAÇA TIRADENTES,1.496342681E12
86007,-22.976203333333334,211.0,853V1,-43.58971833333333,volta,51.3004,853V1 - MATO ALTO X VILA KENNEDY,1.511264236E12
30526,-22.87959166666667,3542.0,5707A1,-43.356815,ida,1.0,41 - Recreio x Terminal Madureira (Expresso),1.489414018E12
86024,-22.894153333333332,208.0,854B1,-43.533809999999995,ida,0.0,854B1- CAMPO GRANDE X MATO ALTO,1.510748824E12
86840,-22.901835,132.0,5805A1,-43.554586666666665,ida,0.0,17- CAMPO GRANDE X SANTA CRUZ ( PARADOR ),1.510684498E12
30058,-22.987358333333336,4331.0,000,-43.48880666666667,ida,36.4844,SEM SERVIÇO - IDA,1.51126419E12
22022,-22.989388333333334,108.0,5702A1,-43.36597166666667,ida,0.0,35 - MADUREIRA X ALVORADA ( PARADOR ) - ida,1.511264269E12
816527,-22.974928333333335,0.0,0.0,-43.36729666666667,,0.0,,1.503427937E12
39722,-22.81163833333333,0.0,0.0,-43.33187000000001,,0.0,,1.494622377E12
86391,-22.887431666666664,277.0,853A1,-43.55928666666667,volta,37.2252,853A1 -MATO ALTO x  VILA KENNEDY,1.511264276E12
22035,-22.95767,4331.0,000,-43.34651,ida,0.5556,SEM SERVIÇO - IDA,1.503668158E12
44602,-22.86264833333333,162.0,721A1,-43.331551666666655,ida,52.2264,721A1 - VILA CRUZEIRO XCASCADURA,1.511264178E12
352582,-22.97529833333333,0.0,0.0,-43.36715333333335,,0.0,,1.501524148E12
87568,-22.920488333333335,106.0,5800A1,-43.60763166666667,ida,0.0,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),1.511263975E12
30522,-22.751596666666668,108.0,5702A1,-43.286945,ida,0.0,35 - MADUREIRA X ALVORADA ( PARADOR ) - ida,1.510311748E12
30224,-22.870176666666666,4782.0,LECD23,-43.34174499999999,volta,0.5556,LECD23 (MADUREIRA X FREGUESIA - VIA CASCADURA),1.511264259E12
47885,-22.920826666666667,116.0,610A1,-43.371399999999994,ida,0.1852,610A1 - BRT TANQUE X DEL CASTILHO,1.511264253E12
87386,-22.98198,283.0,SV870A1,-43.69693333333333,ida,25.7428,SV870A1 - SEPETIBA X SANTA CRUZ ( VIA COACIA ),1.511264265E12
86298,-22.91749333333333,287.0,897A1,-43.63691000000001,ida,46.1148,897A1 - PACIÊNCIA X PINGO D'AGUA,1.511264209E12
369793,-22.975506666666668,0.0,0.0,-43.367148333333326,,2.0372,,1.506436762E12
87426,-22.918215,238.0,891A1,-43.607861666666665,ida,0.0,891A1 - SEPETIBA X MATO ALTO,1.505192703E12
86283,-22.894118333333335,227.0,855A1,-43.532315000000004,volta,6.1116,855A1 - MAGARÇA X BANGU,1.511263746E12
